ok_2010_94_CQTA_PANATLANTICA  _6271_2
ok_2015_21008_CQTA_GENERALSHOPP  _55006_2
ok_2015_21016_CQTA_ESTACIO PART  _54001_2
ok_2015_21032_CQTA_ALGAR TELEC   _54046_2
ok_2015_21040_CQTA_CYRE COM-CCP  _53978_2
ok_2015_21091_CQTA_DURATEX       _53358_2
ok_2015_21121_CQTA_SUL AMERICA   _53594_2
ok_2015_21130_CQTA_TRISUL        _54198_2
ok_2015_21148_CQTA_TENDA         _60085_2
ok_2015_21156_CQTA_J.MACEDO      _54623_2
ok_2015_21180_CQTA_BR BROKERS    _54652_2
ok_2015_21199_CQTA_BANCO PAN     _54599_2
ok_2015_21237_CQTA_ENEVA         _54419_2
ok_2015_21300_CQTA_ALIANSCE      _54538_2
ok_2015_21334_CQTA_NUTRIPLANT    _54608_2
ok_2015_21342_CQTA_OSX BRASIL    _55107_2
ok_2015_21350_CQTA_DIRECIONAL    _54048_2
ok_2015_21393_CQTA_CELGPAR       _54518_2
ok_2015_21431_CQTA_HYPERA        _53699_2
ok_2015_21440_CQTA_LE LIS BLANC  _54229_2
ok_2015_21490_CQTA_ALUPAR        _54006_2
ok_2015_21555_CQTA_UNIDAS        _55212_2
ok_2015_21610_CQTA_B3            _53462_2
ok_2015_21636_CQTA_RENOVA        _54537_2
ok_2015_21717_CQTA_TARPON INV    _53329_2
ok_2015_21725_CQTA_ADVANCED-DH   _54919_2
ok_2015_21733_CQTA_CIELO         _53146_2
ok_2015_21881_CQTA_FLEURY        _53828_2
ok_2015_21903_CQTA_ECON          _54088_2
ok_2015_22020_CQTA_JSL           _53835_2
ok_2015_22055_CQTA_LOJAS MARISA  _53663_2
ok_2015_22187_CQTA_PETRORIO      _54391_2
ok_2015_22217_CQTA_ALPER S.A.    _54736_2
ok_2015_22349_CQTA_AREZZO CO     _53767_2
ok_2015_22357_CQTA_SIERRABRASIL  _53830_2
ok_2015_22365_CQTA_ENAUTA PART   _53961_2
ok_2015_22454_CQTA_TIME FOR FUN  _55020_2
ok_2015_22470_CQTA_MAGAZ LUIZA   _66576_2
ok_2015_22497_CQTA_QUALICORP     _54666_2
ok_2015_22500_CQTA_BR PHARMA     _54340_2
ok_2015_22519_CQTA_TECHNOS       _53724_2
ok_2015_22551_CQTA_SOMOS EDUCA   _54639_2
ok_2015_22594_CQTA_STATKRAFT     _56780_2
ok_2015_22616_CQTA_BTGP BANCO    _54740_2
ok_2015_22780_CQTA_UNICASA       _54154_2
ok_2015_22799_CQTA_SINQIA        _54081_2
ok_2015_22942_CQTA_MGI PARTICIP  _58122_2
ok_2015_23035_CQTA_LINX          _53459_2
ok_2015_23159_CQTA_BBSEGURIDADE  _53676_2
ok_2015_23175_CQTA_IGUA SA       _54665_2
ok_2015_23221_CQTA_SER EDUCA     _54211_2
ok_2015_23248_CQTA_ANIMA         _53928_2
ok_2015_23264_CQTA_AMBEV SA     _53611_2
ok_2015_23272_CQTA_LOG COM PROP  _53891_2
ok_2015_23280_CQTA_OURO VERDE    _53733_2
ok_2015_23302_CQTA_QUALITY SOFT  _55307_2
ok_2015_23310_CQTA_CVC BRASIL    _53476_2
ok_2015_23426_CQTA_OMEGA GER     _65040_2
ok_2015_23434_CQTA_LIBRA T RIO   _54783_2
ok_2015_23485_CQTA_COSAN LOG     _53658_2
ok_2015_23493_CQTA_DOMMO         _54531_2
ok_2015_23507_CQTA_OUROFINO SA  _54307_2
ok_2015_23574_CQTA_IMC SA       _54339_2
ok_2015_23590_CQTA_WIZ S.A.      _53805_2
ok_2015_23710_CQTA_BR HOME       _55115_2
ok_2015_23817_CQTA_BRQ           _54926_2
ok_2015_23825_CQTA_MOVIDA        _54942_2
ok_2015_23965_CQTA_CINESYSTEM    _58208_2
ok_2015_24058_CQTA_ALLIAR        _61366_2
ok_2015_80020_CQTA_GP INVEST     _54654_2
ok_2015_80047_CQTA_WILSON SONS   _54249_2
ok_2015_80063_CQTA_PATAGONIA     _54854_2
ok_2015_80152_CQTA_PPLA          _53511_2
ok_2016_94_CQTA_PANATLANTICA  _63251_2
ok_2016_906_CQTA_BRADESCO      _62810_2
ok_2016_1023_CQTA_BRASIL        _63563_2
ok_2016_1155_CQTA_BANESTES      _63704_2
ok_2016_1210_CQTA_BANRISUL      _63092_2
ok_2016_1325_CQTA_MERC BRASIL   _64016_2
ok_2016_1384_CQTA_ALFA INVEST   _63257_2
ok_2016_1520_CQTA_BARDELLA      _63942_2
ok_2016_1562_CQTA_BAUMER        _64053_2
ok_2016_1694_CQTA_BIC MONARK    _63312_2
ok_2016_2100_CQTA_CAMBUCI       _63513_2
ok_2016_2429_CQTA_CELUL IRANI   _62790_2
ok_2016_2437_CQTA_ELETROBRAS    _63647_2
ok_2016_2453_CQTA_CEMIG         _64232_2
ok_2016_2461_CQTA_CELESC        _64219_2
ok_2016_3069_CQTA_FERBASA       _63075_2
ok_2016_3077_CQTA_CEDRO         _63728_2
ok_2016_3115_CQTA_SEG AL BAHIA  _62749_2
ok_2016_3158_CQTA_COTEMINAS     _64640_2
ok_2016_3190_CQTA_REDE ENERGIA  _63497_2
ok_2016_3204_CQTA_CEEE-GT       _64058_2
ok_2016_3298_CQTA_HABITASUL     _63674_2
ok_2016_3395_CQTA_IND CATAGUAS  _63157_2
ok_2016_3654_CQTA_MELHOR SP     _63175_2
ok_2016_3980_CQTA_GERDAU        _62693_2
ok_2016_4030_CQTA_SID NACIONAL  _69331_2
ok_2016_4081_CQTA_SANTANENSE    _63621_2
ok_2016_4146_CQTA_KARSTEN       _63835_2
ok_2016_4170_CQTA_VALE          _62733_2
ok_2016_4537_CQTA_GRAZZIOTIN    _62801_2
ok_2016_4669_CQTA_GUARARAPES    _63153_2
ok_2016_4707_CQTA_ALFA CONSORC  _63258_2
ok_2016_4723_CQTA_CONST A LIND  _62615_2
ok_2016_4820_CQTA_BRASKEM       _68264_2
ok_2016_4863_CQTA_COR RIBEIRO   _63525_2
ok_2016_5207_CQTA_DOHLER        _63522_2
ok_2016_5258_CQTA_RAIADROGASIL  _62573_2
ok_2016_5312_CQTA_MUNDIAL       _63917_2
ok_2016_5410_CQTA_WEG           _62688_2
ok_2016_5762_CQTA_ETERNIT       _63287_2
ok_2016_5770_CQTA_EUCATEX       _63764_2
ok_2016_6173_CQTA_FORJA TAURUS  _63631_2
ok_2016_6211_CQTA_FRAS-LE       _63453_2
ok_2016_6343_CQTA_TUPY          _63698_2
ok_2016_6505_CQTA_VIAVAREJO     _62732_2
ok_2016_6700_CQTA_HOTEIS OTHON  _63754_2
ok_2016_6815_CQTA_IGB SA       _63897_2
ok_2016_7510_CQTA_INDS ROMI     _62366_2
ok_2016_7544_CQTA_TEX RENAUX    _63787_2
ok_2016_7595_CQTA_INEPAR        _71261_2
ok_2016_7617_CQTA_ITAUSA        _62485_2
ok_2016_7811_CQTA_JOAO FORTES   _63730_2
ok_2016_7870_CQTA_KEPLER WEBER  _63293_2
ok_2016_8087_CQTA_LOJAS AMERIC  _62641_2
ok_2016_8133_CQTA_LOJAS RENNER  _62430_2
ok_2016_8192_CQTA_TREVISA       _63428_2
ok_2016_8397_CQTA_MANGELS INDL  _63760_2
ok_2016_8427_CQTA_ESTRELA       _63738_2
ok_2016_8451_CQTA_MARCOPOLO     _62734_2
ok_2016_8575_CQTA_METAL LEVE    _63355_2
ok_2016_8656_CQTA_GERDAU MET    _62694_2
ok_2016_8672_CQTA_JEREISSATI    _63090_2
ok_2016_8753_CQTA_METISA        _63662_2
ok_2016_8893_CQTA_MONT ARANHA   _63751_2
ok_2016_9040_CQTA_NADIR FIGUEI  _63299_2
ok_2016_9067_CQTA_SUZANO HOLD   _64666_2
ok_2016_9342_CQTA_DIMED         _63718_2
ok_2016_9393_CQTA_PARANAPANEMA  _63919_2
ok_2016_9512_CQTA_PETROBRAS     _63571_2
ok_2016_9989_CQTA_PET MANGUINH  _64355_2
erro_2016_10456_CQTA_ALPARGATAS    _<class 'selenium.common.exceptions.WebDriverException'>
ok_2016_10472_CQTA_SARAIVA LIVR  _63740_2
ok_2016_10880_CQTA_SONDOTECNICA  _63791_2
ok_2016_10960_CQTA_SPRINGER      _64391_2
ok_2016_11070_CQTA_WLM IND COM   _63605_2
ok_2016_11207_CQTA_TECNOSOLO     _64252_2
ok_2016_11223_CQTA_TEKA          _63813_2
ok_2016_11231_CQTA_TEKNO         _63655_2
ok_2016_11258_CQTA_TELEBRAS      _63082_2
ok_2016_11312_CQTA_OI            _63441_2
ok_2016_11398_CQTA_CRISTAL       _63438_2
ok_2016_11592_CQTA_UNIPAR        _64774_2
ok_2016_11762_CQTA_VULCABRAS     _68938_2
ok_2016_11932_CQTA_IOCHP-MAXION  _63611_2
ok_2016_11975_CQTA_AZEVEDO       _63982_2
ok_2016_11991_CQTA_WETZEL SA    _63455_2
ok_2016_12190_CQTA_BOMBRIL       _63581_2
ok_2016_12319_CQTA_J B DUARTE    _66727_2
ok_2016_12530_CQTA_ITAUTEC       _62197_2
ok_2016_12572_CQTA_RECRUSUL      _63928_2
ok_2016_12653_CQTA_KLABIN SA    _62409_2
ok_2016_12696_CQTA_SANSUY        _62788_2
ok_2016_12823_CQTA_ALIPERTI      _63768_2
ok_2016_13285_CQTA_JOSAPAR       _63700_2
ok_2016_13366_CQTA_HAGA SA      _63436_2
ok_2016_13471_CQTA_PLASCAR PART  _63005_2
ok_2016_13765_CQTA_MINUPAR       _63801_2
ok_2016_13773_CQTA_PORTOBELLO    _63376_2
ok_2016_13781_CQTA_SAO CARLOS    _62998_2
ok_2016_13986_CQTA_SUZANO S.A.   _62391_2
ok_2016_14109_CQTA_RANDON PART   _63507_2
ok_2016_14133_CQTA_TECTOY        _63826_2
ok_2016_14206_CQTA_BRB BANCO     _64786_2
ok_2016_14311_CQTA_COPEL         _63723_2
ok_2016_14320_CQTA_USIMINAS      _62585_2
ok_2016_14346_CQTA_WHIRLPOOL     _62692_2
ok_2016_14451_CQTA_CEB           _63707_2
ok_2016_14460_CQTA_CYRELA REALT  _63477_2
ok_2016_14664_CQTA_SCHULZ        _63886_2
ok_2016_14761_CQTA_CIA HERING    _62763_2
ok_2016_14826_CQTA_P.ACUCAR-CBD  _62966_2
ok_2016_15091_CQTA_LITEL         _63359_2
ok_2016_15253_CQTA_ENERGISA      _63502_2
ok_2016_15458_CQTA_BATTISTELLA   _63520_2
ok_2016_15539_CQTA_NEOENERGIA    _82363_2
ok_2016_16101_CQTA_GAFISA        _64995_2
ok_2016_16292_CQTA_BRF SA        _62776_2
ok_2016_16306_CQTA_ROSSI RESID   _63491_2
ok_2016_16497_CQTA_ENCORPAR      _64528_2
ok_2016_16632_CQTA_GPC PART      _63765_2
ok_2016_16659_CQTA_PORTO SEGURO  _62320_2
ok_2016_16993_CQTA_EMAE          _63551_2
ok_2016_17329_CQTA_ENGIE BRASIL  _62765_2
ok_2016_17450_CQTA_RUMO S.A.     _62624_2
ok_2016_17493_CQTA_CAPITALPART   _63843_2
ok_2016_17558_CQTA_SELECTPART    _63844_2
ok_2016_17639_CQTA_TIM PART SA  _62286_2
ok_2016_17671_CQTA_TELEF BRASIL  _62682_2
ok_2016_17892_CQTA_SANTOS BRP    _62550_2
ok_2016_17914_CQTA_MMX MINER     _63750_2
ok_2016_17973_CQTA_KROTON        _63411_2
ok_2016_18287_CQTA_CIBRASEC      _63318_2
ok_2016_18368_CQTA_GER PARANAP   _63637_2
ok_2016_18376_CQTA_TRAN PAULIST  _62762_2
ok_2016_18414_CQTA_IDEIASNET     _63713_2
ok_2016_18465_CQTA_ULTRAPAR      _62729_2
ok_2016_18660_CQTA_CPFL ENERGIA  _63488_2
ok_2016_18708_CQTA_PAR AL BAHIA  _63657_2
ok_2016_18724_CQTA_BRADESPAR     _63373_2
ok_2016_18775_CQTA_INVEPAR       _72108_2
ok_2016_18821_CQTA_CCR SA        _62916_2
ok_2016_18953_CQTA_CPFL GERACAO  _63859_2
ok_2016_18970_CQTA_AES TIETE E   _62808_2
ok_2016_19062_CQTA_AGPART        _64357_2
ok_2016_19100_CQTA_LIQ           _63283_2
ok_2016_19305_CQTA_BIOMM         _63295_2
ok_2016_19330_CQTA_TRIUNFO PART  _63747_2
ok_2016_19348_CQTA_ITAUUNIBANCO  _62348_2
ok_2016_19437_CQTA_AGCONCESSOES  _64266_2
ok_2016_19445_CQTA_COPASA        _63037_2
ok_2016_19453_CQTA_ECORODOVIAS   _62648_2
ok_2016_19550_CQTA_NATURA        _62718_2
ok_2016_19569_CQTA_GOL           _62584_2
ok_2016_19615_CQTA_GRENDENE      _62569_2
ok_2016_19623_CQTA_DASA          _63357_2
ok_2016_19658_CQTA_POMIFRUTAS    _63752_2
ok_2016_19739_CQTA_LOCALIZA      _62319_2
ok_2016_19763_CQTA_ENERGIAS BR   _62728_2
ok_2016_19836_CQTA_COSAN         _62582_2
ok_2016_19909_CQTA_BR MALLS PAR  _63185_2
ok_2016_19925_CQTA_BR PROPERT    _66835_2
ok_2016_19992_CQTA_TOTVS         _62713_2
ok_2016_20010_CQTA_EQUATORIAL    _68809_2
ok_2016_20028_CQTA_VALID         _63223_2
ok_2016_20060_CQTA_LUPATECH      _63734_2
ok_2016_20087_CQTA_EMBRAER       _63004_2
ok_2016_20125_CQTA_ODONTOPREV    _62676_2
ok_2016_20184_CQTA_CCX CARVAO    _63746_2
ok_2016_20257_CQTA_TAESA         _63089_2
ok_2016_20320_CQTA_CEMIG GT      _64230_2
ok_2016_20338_CQTA_M.DIASBRANCO  _62917_2
ok_2016_20346_CQTA_PROFARMA      _73400_2
ok_2016_20354_CQTA_TERRA SANTA   _63011_2
ok_2016_20362_CQTA_POSITIVO TEC  _63234_2
ok_2016_20370_CQTA_LOPES BRASIL  _62707_2
ok_2016_20435_CQTA_TECNISA       _63495_2
ok_2016_20451_CQTA_RNI           _63240_2
ok_2016_20478_CQTA_PDG REALT     _63852_2
ok_2016_20494_CQTA_IGUATEMI      _62678_2
ok_2016_20524_CQTA_EVEN          _63446_2
ok_2016_20532_CQTA_SANTANDER BR  _62811_2
ok_2016_20540_CQTA_CPFL RENOVAV  _63434_2
ok_2016_20567_CQTA_PINE          _63900_2
ok_2016_20575_CQTA_JBS           _64176_2
ok_2016_20605_CQTA_JHSF PART     _63853_2
ok_2016_20613_CQTA_METALFRIO     _62642_2
ok_2016_20630_CQTA_CR2           _63194_2
ok_2016_20702_CQTA_VIVER         _63824_2
ok_2016_20710_CQTA_LOG-IN        _63238_2
ok_2016_20745_CQTA_SLC AGRICOLA  _63591_2
ok_2016_20770_CQTA_EZTEC         _63372_2
ok_2016_20788_CQTA_MARFRIG       _62782_2
ok_2016_20800_CQTA_TEGMA         _63402_2
ok_2016_20877_CQTA_HELBOR        _64147_2
ok_2016_20885_CQTA_INDUSVAL      _63608_2
ok_2016_20915_CQTA_MRV           _63110_2
ok_2016_20931_CQTA_MINERVA       _62780_2
ok_2016_20958_CQTA_ABC BRASIL    _63795_2
ok_2016_20966_CQTA_SPRINGS       _63620_2
ok_2016_20982_CQTA_MULTIPLAN     _63020_2
ok_2016_20990_CQTA_B2W DIGITAL   _62640_2
ok_2016_21008_CQTA_GENERALSHOPP  _63116_2
ok_2016_21016_CQTA_ESTACIO PART  _63235_2
ok_2016_21032_CQTA_ALGAR TELEC   _62542_2
ok_2016_21040_CQTA_CYRE COM-CCP  _63035_2
ok_2016_21091_CQTA_DURATEX       _62390_2
ok_2016_21121_CQTA_SUL AMERICA   _62677_2
ok_2016_21130_CQTA_TRISUL        _63315_2
ok_2016_21148_CQTA_TENDA         _63107_2
ok_2016_21156_CQTA_J.MACEDO      _63443_2
ok_2016_21180_CQTA_BR BROKERS    _63643_2
ok_2016_21199_CQTA_BANCO PAN     _64026_2
ok_2016_21237_CQTA_ENEVA         _68726_2
ok_2016_21300_CQTA_ALIANSCE      _63639_2
ok_2016_21334_CQTA_NUTRIPLANT    _63735_2
ok_2016_21342_CQTA_OSX BRASIL    _66916_2
ok_2016_21350_CQTA_DIRECIONAL    _63352_2
ok_2016_21393_CQTA_CELGPAR       _63680_2
ok_2016_21431_CQTA_HYPERA        _62612_2
ok_2016_21440_CQTA_LE LIS BLANC  _62730_2
ok_2016_21490_CQTA_ALUPAR        _63354_2
ok_2016_21555_CQTA_UNIDAS        _63242_2
ok_2016_21610_CQTA_B3            _62604_2
ok_2016_21636_CQTA_RENOVA        _63451_2
ok_2016_21717_CQTA_TARPON INV    _62777_2
ok_2016_21725_CQTA_ADVANCED-DH   _64150_2
ok_2016_21733_CQTA_CIELO         _62194_2
ok_2016_21881_CQTA_FLEURY        _63040_2
ok_2016_21903_CQTA_ECON          _62649_2
ok_2016_22020_CQTA_JSL           _64789_2
ok_2016_22055_CQTA_LOJAS MARISA  _62793_2
ok_2016_22187_CQTA_PETRORIO      _63696_2
ok_2016_22217_CQTA_ALPER S.A.    _63619_2
ok_2016_22349_CQTA_AREZZO CO     _62971_2
ok_2016_22357_CQTA_SIERRABRASIL  _62921_2
ok_2016_22365_CQTA_ENAUTA PART   _63182_2
ok_2016_22454_CQTA_TIME FOR FUN  _62993_2
ok_2016_22470_CQTA_MAGAZ LUIZA   _66581_2
ok_2016_22497_CQTA_QUALICORP     _63353_2
ok_2016_22500_CQTA_BR PHARMA     _63503_2
ok_2016_22519_CQTA_TECHNOS       _62772_2
ok_2016_22551_CQTA_SOMOS EDUCA   _63744_2
ok_2016_22594_CQTA_STATKRAFT     _63108_2
ok_2016_22616_CQTA_BTGP BANCO    _64055_2
ok_2016_22780_CQTA_UNICASA       _63279_2
ok_2016_22799_CQTA_SINQIA        _63449_2
ok_2016_22942_CQTA_MGI PARTICIP  _63793_2
ok_2016_23035_CQTA_LINX          _62478_2
ok_2016_23159_CQTA_BBSEGURIDADE  _62449_2
erro_2016_23175_CQTA_IGUA SA       _<class 'selenium.common.exceptions.TimeoutException'>
ok_2016_23221_CQTA_SER EDUCA     _63245_2
ok_2016_23248_CQTA_ANIMA         _63146_2
ok_2016_23264_CQTA_AMBEV SA     _76263_2
ok_2016_23272_CQTA_LOG COM PROP  _62483_2
ok_2016_23280_CQTA_OURO VERDE    _62570_2
ok_2016_23302_CQTA_QUALITY SOFT  _63570_2
ok_2016_23310_CQTA_CVC BRASIL    _62556_2
ok_2016_23426_CQTA_OMEGA GER     _65042_2
ok_2016_23434_CQTA_LIBRA T RIO   _63914_2
ok_2016_23485_CQTA_COSAN LOG     _62668_2
ok_2016_23493_CQTA_DOMMO         _63304_2
ok_2016_23507_CQTA_OUROFINO SA  _63396_2
ok_2016_23574_CQTA_IMC SA       _63651_2
ok_2016_23590_CQTA_WIZ S.A.      _63200_2
ok_2016_23710_CQTA_BR HOME       _63725_2
ok_2016_23817_CQTA_BRQ           _63050_2
ok_2016_23825_CQTA_MOVIDA        _63447_2
ok_2016_23965_CQTA_CINESYSTEM    _64295_2
ok_2016_24058_CQTA_ALLIAR        _63452_2
ok_2016_24090_CQTA_IHPARDINI     _63615_2
ok_2016_24112_CQTA_AZUL          _64217_2
ok_2016_24171_CQTA_CARREFOUR BR  _67242_2
ok_2016_24180_CQTA_IRBBRASIL RE  _67429_2
ok_2016_24201_CQTA_STARA         _68764_2
ok_2016_24236_CQTA_PRINER        _68951_2
ok_2016_24260_CQTA_SMART FIT     _75642_2
ok_2016_24295_CQTA_PETROBRAS BR  _70481_2
ok_2016_24317_CQTA_BK BRASIL     _70549_2
ok_2016_24350_CQTA_FLEX SA_71977_2
ok_2016_80020_CQTA_GP INVEST     _63831_2
ok_2016_80047_CQTA_WILSON SONS   _63562_2
ok_2016_80063_CQTA_PATAGONIA     _63961_2
ok_2016_80179_CQTA_BIOTOSCANA    _67285_2
ok_2017_94_CQTA_PANATLANTICA  _71758_2
ok_2017_701_CQTA_BAHEMA        _72696_2
ok_2017_906_CQTA_BRADESCO      _72114_2
ok_2017_1023_CQTA_BRASIL        _72574_2
ok_2017_1155_CQTA_BANESTES      _72788_2
ok_2017_1210_CQTA_BANRISUL      _72731_2
ok_2017_1325_CQTA_MERC BRASIL   _72998_2
ok_2017_1384_CQTA_ALFA INVEST   _72349_2
ok_2017_1520_CQTA_BARDELLA      _72878_2
ok_2017_1562_CQTA_BAUMER        _72875_2
ok_2017_1694_CQTA_BIC MONARK    _72394_2
ok_2017_2100_CQTA_CAMBUCI       _73401_2
ok_2017_2429_CQTA_CELUL IRANI   _73551_2
ok_2017_2437_CQTA_ELETROBRAS    _72695_2
ok_2017_2453_CQTA_CEMIG         _72887_2
ok_2017_2461_CQTA_CELESC        _73303_2
ok_2017_3069_CQTA_FERBASA       _71979_2
ok_2017_3077_CQTA_CEDRO         _72792_2
ok_2017_3115_CQTA_SEG AL BAHIA  _71810_2
ok_2017_3158_CQTA_COTEMINAS     _72982_2
ok_2017_3190_CQTA_REDE ENERGIA  _72286_2
ok_2017_3204_CQTA_CEEE-GT       _73278_2
ok_2017_3298_CQTA_HABITASUL     _74401_2
ok_2017_3395_CQTA_IND CATAGUAS  _72926_2
ok_2017_3654_CQTA_MELHOR SP     _72664_2
ok_2017_3980_CQTA_GERDAU        _71859_2
ok_2017_4030_CQTA_SID NACIONAL  _73192_2
ok_2017_4081_CQTA_SANTANENSE    _72853_2
ok_2017_4146_CQTA_KARSTEN       _73023_2
ok_2017_4170_CQTA_VALE          _71834_2
ok_2017_4537_CQTA_GRAZZIOTIN    _71547_2
ok_2017_4669_CQTA_GUARARAPES    _71797_2
ok_2017_4707_CQTA_ALFA CONSORC  _72353_2
ok_2017_4723_CQTA_CONST A LIND  _72383_2
ok_2017_4820_CQTA_BRASKEM       _72881_2
ok_2017_4863_CQTA_COR RIBEIRO   _72589_2
ok_2017_5207_CQTA_DOHLER        _72819_2
ok_2017_5258_CQTA_RAIADROGASIL  _71699_2
ok_2017_5312_CQTA_MUNDIAL       _72770_2
ok_2017_5410_CQTA_WEG           _71853_2
ok_2017_5762_CQTA_ETERNIT       _73549_2
ok_2017_5770_CQTA_EUCATEX       _72486_2
ok_2017_6173_CQTA_FORJA TAURUS  _73090_2
ok_2017_6211_CQTA_FRAS-LE       _72189_2
ok_2017_6343_CQTA_TUPY          _72211_2
ok_2017_6505_CQTA_VIAVAREJO     _71563_2
ok_2017_6700_CQTA_HOTEIS OTHON  _72787_2
ok_2017_6815_CQTA_IGB SA       _73081_2
ok_2017_7510_CQTA_INDS ROMI     _71414_2
ok_2017_7544_CQTA_TEX RENAUX    _72646_2
ok_2017_7595_CQTA_INEPAR        _76289_2
ok_2017_7617_CQTA_ITAUSA        _71609_2
ok_2017_7811_CQTA_JOAO FORTES   _72850_2
ok_2017_7870_CQTA_KEPLER WEBER  _72609_2
ok_2017_8087_CQTA_LOJAS AMERIC  _72267_2
ok_2017_8133_CQTA_LOJAS RENNER  _71433_2
ok_2017_8192_CQTA_TREVISA       _72532_2
ok_2017_8397_CQTA_MANGELS INDL  _72339_2
ok_2017_8427_CQTA_ESTRELA       _72697_2
ok_2017_8451_CQTA_MARCOPOLO     _71666_2
ok_2017_8575_CQTA_METAL LEVE    _72409_2
ok_2017_8656_CQTA_GERDAU MET    _71860_2
ok_2017_8672_CQTA_JEREISSATI    _72282_2
ok_2017_8753_CQTA_METISA        _72492_2
ok_2017_8893_CQTA_MONT ARANHA   _73116_2
ok_2017_9040_CQTA_NADIR FIGUEI  _72324_2
ok_2017_9067_CQTA_SUZANO HOLD   _72023_2
ok_2017_9342_CQTA_DIMED         _72683_2
ok_2017_9393_CQTA_PARANAPANEMA  _71401_2
ok_2017_9512_CQTA_PETROBRAS     _72346_2
ok_2017_9989_CQTA_PET MANGUINH  _77828_2
ok_2017_10456_CQTA_ALPARGATAS    _71482_2
ok_2017_10472_CQTA_SARAIVA LIVR  _72270_2
ok_2017_10880_CQTA_SONDOTECNICA  _72600_2
ok_2017_10960_CQTA_SPRINGER      _73071_2
ok_2017_11070_CQTA_WLM IND COM   _73203_2
ok_2017_11207_CQTA_TECNOSOLO     _73037_2
ok_2017_11223_CQTA_TEKA          _75990_2
ok_2017_11231_CQTA_TEKNO         _72568_2
ok_2017_11312_CQTA_OI            _73285_2
ok_2017_11592_CQTA_UNIPAR        _72266_2
ok_2017_11762_CQTA_VULCABRAS     _72088_2
ok_2017_11932_CQTA_IOCHP-MAXION  _71632_2
ok_2017_11975_CQTA_AZEVEDO       _72960_2
ok_2017_11991_CQTA_WETZEL SA    _72791_2
ok_2017_12190_CQTA_BOMBRIL       _74077_2
ok_2017_12319_CQTA_J B DUARTE    _73126_2
ok_2017_12530_CQTA_ITAUTEC       _71439_2
ok_2017_12572_CQTA_RECRUSUL      _72543_2
ok_2017_12653_CQTA_KLABIN SA    _71286_2
ok_2017_12696_CQTA_SANSUY        _71723_2
ok_2017_12823_CQTA_ALIPERTI      _72576_2
ok_2017_13285_CQTA_JOSAPAR       _72967_2
ok_2017_13366_CQTA_HAGA SA      _72416_2
ok_2017_13471_CQTA_PLASCAR PART  _71373_2
ok_2017_13765_CQTA_MINUPAR       _72530_2
ok_2017_13773_CQTA_PORTOBELLO    _71752_2
ok_2017_13781_CQTA_SAO CARLOS    _72080_2
ok_2017_13986_CQTA_SUZANO S.A.   _71458_2
ok_2017_14109_CQTA_RANDON PART   _72238_2
ok_2017_14133_CQTA_TECTOY        _72751_2
ok_2017_14206_CQTA_BRB BANCO     _73574_2
ok_2017_14311_CQTA_COPEL         _74522_2
ok_2017_14320_CQTA_USIMINAS      _71440_2
ok_2017_14346_CQTA_WHIRLPOOL     _71857_2
ok_2017_14451_CQTA_CEB           _72930_2
ok_2017_14460_CQTA_CYRELA REALT  _72538_2
ok_2017_14664_CQTA_SCHULZ        _73048_2
ok_2017_14761_CQTA_CIA HERING    _71909_2
ok_2017_14826_CQTA_P.ACUCAR-CBD  _71607_2
ok_2017_15091_CQTA_LITEL         _72944_2
erro_2017_15253_CQTA_ENERGISA      _<class 'AssertionError'>
ok_2017_15423_CQTA_ATOMPAR       _71213_2
ok_2017_15458_CQTA_BATTISTELLA   _73123_2
ok_2017_15539_CQTA_NEOENERGIA    _82331_2
ok_2017_16101_CQTA_GAFISA        _72149_2
ok_2017_16292_CQTA_BRF SA        _71716_2
ok_2017_16306_CQTA_ROSSI RESID   _72691_2
ok_2017_16497_CQTA_ENCORPAR      _73316_2
ok_2017_16632_CQTA_GPC PART      _73237_2
ok_2017_16659_CQTA_PORTO SEGURO  _71335_2
ok_2017_16993_CQTA_EMAE          _72527_2
ok_2017_17329_CQTA_ENGIE BRASIL  _71712_2
ok_2017_17450_CQTA_RUMO S.A.     _71838_2
ok_2017_17558_CQTA_SELECTPART    _80201_2
ok_2017_17639_CQTA_TIM PART SA  _71348_2
ok_2017_17671_CQTA_TELEF BRASIL  _71637_2
ok_2017_17892_CQTA_SANTOS BRP    _75944_2
ok_2017_17914_CQTA_MMX MINER     _72870_2
ok_2017_17973_CQTA_KROTON        _72338_2
erro_2017_18287_CQTA_CIBRASEC      _<class 'selenium.common.exceptions.NoSuchElementException'>
ok_2017_18368_CQTA_GER PARANAP   _72329_2
ok_2017_18376_CQTA_TRAN PAULIST  _71790_2
ok_2017_18414_CQTA_IDEIASNET     _72533_2
ok_2017_18465_CQTA_ULTRAPAR      _71663_2
ok_2017_18660_CQTA_CPFL ENERGIA  _72757_2
ok_2017_18708_CQTA_PAR AL BAHIA  _72488_2
ok_2017_18724_CQTA_BRADESPAR     _72464_2
ok_2017_18775_CQTA_INVEPAR       _72457_2
ok_2017_18821_CQTA_CCR SA        _71809_2
ok_2017_18953_CQTA_CPFL GERACAO  _72897_2
ok_2017_18970_CQTA_AES TIETE E   _71802_2
ok_2017_19062_CQTA_AGPART        _73542_2
ok_2017_19100_CQTA_LIQ           _72565_2
ok_2017_19305_CQTA_BIOMM         _72570_2
