;3.01;3.01.01;3.01.01.01;3.01.01.02;3.01.02;3.01.02.01;3.01.02.02;3.01.03;3.01.03.01;3.01.03.02;3.01.03.03;3.01.04;3.01.04.01;3.01.04.02;3.01.04.03;3.01.05;3.01.06;3.01.07;3.01.08;3.01.09;3.01.10;3.01.11;3.01.12;3.01.13;3.01.14;3.01.15;3.01.16;3.01.17;3.02;3.02.01;3.02.01.01;3.02.01.02;3.02.01.03;3.02.02;3.02.02.01;3.02.02.02;3.02.02.03;3.02.03;3.02.03.01;3.02.03.02;3.02.03.03;3.02.04;3.02.04.01;3.02.04.02;3.02.04.03;3.02.05;3.02.06;3.02.07;3.02.08;3.02.09;3.02.10;3.02.11;3.02.12;3.02.13;3.02.14;3.02.15;3.02.16;3.02.17;3.03;3.04;3.04.01;3.04.01.01;3.04.01.02;3.04.01.03;3.04.01.04;3.04.01.05;3.04.01.06;3.04.01.07;3.04.01.08;3.04.01.09;3.04.01.10;3.04.01.11;3.04.01.12;3.04.01.13;3.04.01.14;3.04.01.15;3.04.01.16;3.04.01.17;3.04.01.18;3.04.01.20;3.04.02;3.04.02.01;3.04.02.02;3.04.02.03;3.04.02.04;3.04.02.05;3.04.02.06;3.04.02.07;3.04.02.08;3.04.02.09;3.04.02.10;3.04.02.11;3.04.02.12;3.04.02.13;3.04.02.14;3.04.02.15;3.04.02.16;3.04.02.17;3.04.02.18;3.04.02.19;3.04.02.20;3.04.03;3.04.03.01;3.04.03.02;3.04.03.03;3.04.03.04;3.04.03.05;3.04.03.06;3.04.04;3.04.04.01;3.04.04.02;3.04.04.03;3.04.04.04;3.04.04.05;3.04.04.06;3.04.04.07;3.04.04.08;3.04.04.09;3.04.04.10;3.04.04.11;3.04.04.12;3.04.04.13;3.04.04.14;3.04.04.20;3.04.05;3.04.05.01;3.04.05.02;3.04.05.03;3.04.05.04;3.04.05.05;3.04.05.06;3.04.05.07;3.04.05.08;3.04.05.09;3.04.05.10;3.04.05.11;3.04.05.12;3.04.05.13;3.04.05.14;3.04.05.20;3.04.06;3.04.06.01;3.04.06.02;3.04.06.03;3.04.06.04;3.04.06.05;3.04.06.06;3.04.06.07;3.04.07;3.04.07.01;3.04.08;3.05;3.05.01;3.05.02;3.05.03;3.05.04;3.05.05;3.05.06;3.06;3.06.01;3.06.01.01;3.06.01.02;3.06.01.03;3.06.01.04;3.06.01.05;3.06.01.06;3.06.01.07;3.06.01.08;3.06.01.09;3.06.02;3.06.02.01;3.06.02.02;3.06.02.03;3.06.02.04;3.06.02.05;3.06.02.06;3.06.02.07;3.06.02.08;3.06.02.09;3.06.02.10;3.06.02.11;3.07;3.08;3.08.01;3.08.01.01;3.08.02;3.09;3.09.01;3.09.02;3.10;3.10.01;3.10.01.01;3.10.01.02;3.10.01.03;3.10.01.04;3.10.01.20;3.10.02;3.10.02.01;3.10.02.02;3.10.02.03;3.11;3.11.01;3.11.02;3.12;3.12.01;3.12.02;3.13;3.13.01;3.13.02;3.99;3.99.01;3.99.01.01;3.99.01.02;3.99.01.03;3.99.01.04;3.99.02;3.99.02.01;3.99.02.02;3.99.02.03;3.99.02.04;ano;cvm;empresa_descr
valores;49.386;56.742;;;-98;;;-7.258;;;;;;;;;;;;;;;;;;;;;-34.309;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.077;-15.160;;;;;;;;;;;;;;;;;;;;;-17.127;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.809;;;;;;;;;;;;;;;;-842;;;-842;;;;;;;;;;;;;;;;;;;;;;;;-83;;;;;;;3.380;6.227;;;;;;;;;;-2.847;;;;;;;;;;;;3.297;-88;-251;;163;3.209;;;;;;;;;;;;;;3.209;3.205;4;;;;;;;;;1,31832;1,31832;1,31832;;;1,31832;1,31832;1,31832;;2017;10880;SONDOTECNICA
valores;3.708;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3.182;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;526;-22.490;0;;;;;;;;;;;;;;;;;;;;-11.323;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6.970;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;-4.197;;;;;;;;;;;-21.964;;;;;;;903;2.784;;;;;;;;;;-1.881;;;;;;;;;;;;-21.061;0;0;;;-21.061;;;;;;;;;;;;;;-21.061;-20.787;-274;;;;;;;;;;;;;;;;;;2017;10960;SPRINGER
valores;489.743;;;;;;;;;;;;;;;;;;;;;;;;;;;;-385.701;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104.042;-112.174;;;;;;;;;;;;;;;;;;;;;-111.811;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.481;;;;;;;;;;;;;;;;-10.330;;;;;;;;;;;;;;;;486;;;;;;;;;;;-8.132;;;;;;;3.043;6.073;;;;;;;;;;-3.030;;;;;;;;;;;;-5.089;-880;-1.377;;497;-5.969;;;-733;-733;;;;;;;;;;-6.702;-6.675;-27;;;;;;;;;-0,17383;0,19121;;;;-0,17383;-0,19121;;;2017;11070;WLM IND COM
valores;1.609;;;;;;;;;;;;;;;;;;;;;;;;;;;;-5.553;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3.944;-23.179;;;;;;;;;;;;;;;;;;;;;-5.978;;;;;;;;;;;;;;;;;;;;;;;;;;;;-17.201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-27.123;;;;;;;12.560;14.403;;;;;;;;;;-1.843;;;;;;;;;;;;-14.563;0;0;;;-14.563;;;;;;;;;;;;;;-14.563;-14.563;;;;;;;;;;2,19985;2,19985;;;;;;;;2017;11207;TECNOSOLO
valores;132.023;;;;;;;;;;;;;;;;;;;;;;;;;;;;-104.055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.968;-48.144;-24.180;;;;;;;;;;;;;;;;;;;;-12.825;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.017;;;;;;;;;;;;;;;;-22.156;;;;;;;;;;;;;;;;;;;;;;;;;;;-20.176;;;;;;;-148.153;34.016;;;;;;;;;;-182.169;;;;;;;;;;;;-168.329;-30;;;-30;-168.359;;;;;;;;;;;;;;-168.359;-168.359;0;;;;;;;;;-334,60663;334,60663;;;;-334,60663;-334,60663;;;2017;11223;TEKA
valores;124.056;;;;;;;;;;;;;;;;;;;;;;;;;;;;-112.587;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.469;-31.432;-13.956;-4.823;-2.291;-500;-305;-1.252;;-80;-2.134;-1.503;;;;;;;;;;-1.068;-17.371;-1.520;-8.021;-885;-614;-348;-2.807;-1.837;;-491;;;;;;;;;;;-848;;;;;;;;1.973;410;;;;;;;;;;;;;;1.563;-1.322;;;;;;;;;;;;;;;;-756;;;;;;;;;;;-19.963;;;;;;;2.886;5.361;;;;;;;;;;-2.475;;;;;;;;;;;;-17.077;1.373;-51;;1.424;-15.704;;;;;;;;;;;;;;-15.704;-15.704;;;;;;;;;;-5,33000;-5,33000;;;;-5,33000;-5,33000;;;2017;11231;TEKNO
valores;23.789.654;;;;;;;;;;;;;;;;;;;;;;;;;;;;-14.986.250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.803.404;-11.164.432;-4.442.837;;;;;;;;;;;;;;;;;;;;-3.136.808;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.985.101;;;;;;;;;;;;;;;;-5.569.455;;;;;;;;;;;;;;;;-433;;;;;;;;;;;-2.361.028;;;;;;;-3.196.512;7.136.459;;;;;;;;;;-10.332.971;;;;;;;;;;;;-5.557.540;-1.098.622;-906.080;;-192.542;-6.656.162;;;;;;;;;;;;;;-6.656.162;-6.365.019;-291.143;;;;;;;;;-9,42000;-9,42000;;;;-9,42000;-9,42000;;;2017;11312;OI
valores;2.651.708;2.612.838;;;15.935;;;22.939;;;;-4;;;;;;;;;;;;;;;;;-1.835.559;-1.835.559;;;;;;;;;;;;;;;;;;;;;;;;;;;;;816.149;-557.577;292.850;;;;;;;;;;;;;;;;;;;;-410.399;;;;;;;;;;;;;;;;;;;;;-226.481;;;;;;;-75.367;;;;;;;;;;;;;;;;109.305;56.994;31.057;6.916;;14.338;;;;;;;;;;;-247.485;-113.315;;-26.211;;;-75.061;-32.898;;;;258.572;;;;;;;-91.205;-42.757;;;;;;;;;;-48.448;;;;;;;;;;;;167.367;;;;;167.367;167.367;;;;;;;;;;;;;;;;;;;;;;;;0,53000;0,53000;;;;;;;;2017;1155;BANESTES
valores;3.019.592;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2.114.627;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;904.965;-474.268;-175.040;;;;;;;;;;;;;;;;;;;;-198.119;;;;;;;;;;;;;;;;;;;;;-27.033;-27.033;;;;;;24.801;0;24.801;;;;;;;;;;;;;;-100.545;;0;-100.545;;;;;;;;;;;;;1.668;;;;;;;;;;;430.697;;;;;;;-93.836;75.515;;;;;;;;;;-169.351;;;;;;;;;;;;336.861;-30.597;-51.260;;20.663;306.264;;;;;;;;;;;;;;306.264;302.657;3.607;;;;;;;;;3,52270;3,87500;3,87500;;;3,52270;3,87500;3,87500;;2017;11592;UNIPAR
valores;1.263.082;;;;;;;;;;;;;;;;;;;;;;;;;;;;-780.719;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;482.363;-241.670;-181.813;;;;;;;;;;;;;;;;;;;;-77.153;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.539;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.757;;;;;;;;;;;240.693;;;;;;;-49.600;47.743;;;;;;;;;;-97.343;;;;;;;;;;;;191.093;-2.154;;;;188.939;;;0;0;;;;;;;;;;188.939;188.914;25;;;;;;;;;0,96217;;;;;0,96000;;;;2017;11762;VULCABRAS
valores;7.487.940;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6.332.962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.154.978;-658.422;-162.157;;;;;;;;;;;;;;;;;;;;-398.808;-384.406;-14.402;;;;;;;;;;;;;;;;;;;;;;;;;;-77.500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-19.957;;;;;;;;;;;496.556;;;;;;;-347.208;55.160;;;;;;;;;;-402.368;-394.624;-7.744;;;;;;;;;;149.348;-69.139;-136.828;;67.689;80.209;;;;;;;;;;;;;;80.209;6.403;73.806;;;;;;;;;0,04973;;;;;0,04971;;;;2017;11932;IOCHP-MAXION
valores;63.770;73.348;;;-9.578;;;;;;;;;;;;;;;;;;;;;;;;-118.627;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-54.857;-20.106;;;;;;;;;;;;;;;;;;;;;-14.501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-5.605;;;;;;;;;;;;;;;;;;;;;;;;;;;-74.963;;;;;;;-17.089;134;;;;;;;;;;-17.223;;;;;;;;;;;;-92.052;7.788;;;;-84.264;;;;;;;;;;;;;;-84.264;-84.226;-38;;;;;;;;;;;;;;;;;;2017;11975;AZEVEDO
valores;121.573;;;;;;;;;;;;;;;;;;;;;;;;;;;;-114.804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.769;-22.704;-10.797;;;;;;;;;;;;;;;;;;;;-14.291;;;;;;;;;;;;;;;;;;;;;942;;;;;;;1.442;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;-15.935;;;;;;;158;2.688;;;;;;;;;;-2.530;-415;-2.115;;;;;;;;;;-15.777;22.152;7;;22.145;6.375;;;24;;;;;;;24;;;;6.399;6.513;-114;;;;;;;;;3,16470;3,16470;;;;;;;;2017;11991;WETZEL SA
valores;9.317.842;9.317.842;;;;;;;;;;;;;;;;;;;;;;;;;;;-4.729.865;-4.729.865;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.587.977;-3.037.102;1.772.642;;;;;;;;;;;;;;;;;;;;-2.065.738;;;;;;;;;;;;;;;;;;;;;-1.517.711;;;;;;;-453.754;;;;;;;;;;;;;;;;762.447;2.963;-63.950;87.528;735.906;;;;;;;;;;;;-1.566.049;-1.124.831;-441.218;;;;;;31.061;;;1.550.875;;;;;;;-455.369;-588.729;;;;;;;;;;133.360;;;;;;;;;;;;1.095.506;;;;;1.095.506;1.094.893;613;;;;;;;;;;;;;;;;;;;;;;;2,68000;2,88000;2,68000;;;;;;;2017;1210;BANRISUL
valores;1.096.718;;;;;;;;;;;;;;;;;;;;;;;;;;;;-598.844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;497.874;-319.167;-304.526;-60.901;-4.308;-86.751;-105.893;;-12.203;-1.989;-11.336;-21.145;;;;;;;;;;;-85.346;-37.723;-31.487;-7.368;-1.792;;-167;-577;-6.232;;;;;;;;;;;;;;;;;;;;86.899;86.899;;;;;;;;;;;;;;;-16.194;-16.194;;;;;;;;;;;;;;;;;;;;;;;;;;178.707;;;;;;;-76.611;12.980;12.254;726;;;;;;;;-89.591;-89.101;-490;;;;;;;;;;102.096;24.728;-13.531;;38.259;126.824;;;;;;;;;;;;;;126.824;126.824;;;;;;;;;;2,58037;2,11121;;;;1,16190;0,95065;;;2017;12190;BOMBRIL
valores;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.429;;;;;;;;;;;;;;;;;;;;;-1.429;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.429;;;;;;;-8;0;;;;;;;;;;-8;;;;;;;;;;;;-1.437;0;0;;;-1.437;;;;;;;;;;;;;;-1.437;-1.437;;;;;;;;;;-0,35310;-0,35310;;;;;;;;2017;12319;J B DUARTE
valores;1.799;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.686;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;113;-95.497;0;;;;;;;;;;;;;;;;;;;;-15.221;-15.221;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-80.276;;;;;;;;;;;;;;;;;;;;;;;;;;;-95.384;;;;;;;16.313;20.022;;;;;;;;;;-3.709;;;;;;;;;;;;-79.071;56.440;;;;-22.631;;;0;;;;;;;;;;;-22.631;-22.631;;;;;;;;;;-2,04000;;;;;-2,04000;;;;2017;12530;ITAUTEC
valores;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;-26.346;0;;;;;;;;;;;;;;;;;;;;-1.269;;;;;;;;;;;;;;;;;;;;;;;;;;;;907;;;;;;;;;;;;;;;;-25.984;;;;;;;;;;;;;;;;;;;;;;;;;;;-26.311;;;;;;;-12.984;370;;;;;;;;;;-13.354;;;;;;;;;;;;-39.295;2.384;;;2.384;-36.911;;;;;;;;;;;;;;-36.911;-36.900;-11;;;;;;;;;-7,26412;-7,26412;;;;;;;;2017;12572;RECRUSUL
valores;8.373.378;;;;;;;;;;;;;;;;;;;;;;;;;;;;-5.637.831;789.661;;;;-6.427.492;;;;;;;;;;;;;;;;;;;;;;;;;2.735.547;-1.183.495;-656.844;;;;;;;;;;;;;;;;;;;;-528.398;;;;;;;;;;;;;;;;;;;;;;;;;;;;-11.877;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.624;;;;;;;;;;;1.552.052;;;;;;;-713.384;835.088;;;;;;;;;;-1.548.472;;;;;;;;;;;;838.668;-306.499;-299.948;;-6.551;532.169;;;;;;;;;;;;;;532.169;532.169;;;;;;;;;;0,10130;0,10130;;;;0,10130;0,10130;;;2017;12653;KLABIN SA
valores;385.405;;;;;;;;;;;;;;;;;;;;;;;;;;;;-350.555;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34.850;-119.293;-66.953;;;;;;;;;;;;;;;;;;;;-52.333;-6.809;-45.524;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;-7;;;;;;;;;;;;;;;;;;;;;;;;;;;-84.443;;;;;;;-80.196;3.831;;;;;;;;;;-84.027;;;;;;;;;;;;-164.639;1.007;-4;;1.011;-163.632;;;;;;;;;;;;;;-163.632;-153.888;-9.744;;;;;;;;;-848,22974;-848,22974;-848,22974;;;;;;;2017;12696;SANSUY
valores;33.954;;;;;;;;;;;;;;;;;;;;;;;;;;;;-19.165;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.789;-33.109;-1.479;;;;;;;;;;;;;;;;;;;;-28.050;-26.450;-1.600;;;;;;;;;;;;;;;;;;;;;;;;;;10.479;;;;;;;;;;;;;;;;-14.059;;;;;;;;;;;;;;;;;;;;;;;;;;;-18.320;;;;;;;-6.290;2.055;;;;;;;;;;-8.345;;;;;;;;;;;;-24.610;-2.363;;;;-26.973;;;;;;;;;;;;;;-26.973;-27.097;124;;;;;;;;;;;;;;;;;;2017;12823;ALIPERTI
valores;2.750.349;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.166.729;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.583.620;-1.479.089;268.086;;;;;;;;;;;;;;;;;;;;-420.486;;;;;;;;;;;;;;;;;;;;;-400.754;;;;;;;-122.817;;;;;;;;;;;;;;;;116.245;-33.558;149.803;;;;;;;;;;;;;;-919.363;-40.232;-644.023;-15.508;-2.825;-216.775;;;;;;104.531;;;;;;;-55.149;-15.972;;;;;;;;;;-39.177;;;;;;;;;;;;49.382;;;;;49.382;47.985;1.397;;;;;;;;;;;;;;;;;;;;;;;1,04090;1,04090;;;;;;;;2017;1325;MERC BRASIL
valores;1.069.282;;;;;;;;;;;;;;;;;;;;;;;;;;;;-757.776;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;311.506;-245.142;-143.193;;;;;;;;;;;;;;;;;;;;-108.514;;-106.384;-2.130;;;;;;;;;;;;;;;;;;;;;;;;;6.565;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;66.364;;;;;;;-31.011;71.003;;;;;;;;;;-102.014;;;;;;;;;;;;35.353;-10.047;-16.859;;6.812;25.306;;;;;;;;;;;;;;25.306;19.152;6.154;;;;;;;;;1,80753;1,98828;;;;1,80753;1,98828;;;2017;13285;JOSAPAR
valores;24.410.448;;;;;;;;;;;;;;;;;;;;;;;;;;;;-17.178.673;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.231.775;-8.160.164;-3.486.596;;;;;;;;;;;;;;;;;;;;-5.247.616;;;;;;;;;;;;;;;;;;;;;;;;;;;;574.048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-928.389;;;;;;;-24.616;3.390.837;;;;;;;;;;-3.415.453;;;;;;;;;;;;-953.005;-452.671;-452.671;;;-1.405.676;;;;;;;;;;;;;;-1.405.676;-1.405.676;;;;;;;;;;;;;;;;;;;2017;13366;HAGA SA
valores;389.175;;;;;;;;;;;;;;;;;;;;;;;;;;;;-367.141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.034;-63.700;-16.430;;;;;;;;;;;;;;;;;;;;-51.295;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-41.666;;;;;;;-104.866;2.358;;;;;;;;;;-107.224;;;;;;;;;;;;-146.532;74.507;;;74.507;-72.025;;;;;;;;;;;;;;-72.025;-71.947;-78;;;;;;;;;-14,48000;;;;;-14,48000;;;;2017;13471;PLASCAR PART
valores;190.423;;;;;;;;;;;;;;;;;;;;;;;;;;;;-154.623;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.800;-30.583;-8.082;;;;;;;;;;;;;;;;;;;;-7.244;;-7.244;;;;;;;;;;;;;;;;;;;;;;;;;;27.318;;27.318;;;;;;;;;;;;;;-42.575;-42.575;;;;;;;;;;;;;;;;;;;;;;;;;;5.217;;;;;;;-31.417;392;;;;;;;;;;-31.809;;;;;;;;;;;;-26.200;837;-7.008;;7.845;-25.363;;;;;;;;;;;;;;-25.363;-25.339;-24;;;;;;;;;-3,57220;;;;;-3,57220;;;;2017;13765;MINUPAR
valores;1.023.937;;;;;;;;;;;;;;;;;;;;;;;;;;;;-606.917;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;417.020;-268.014;-246.510;;;;;;;;;;;;;;;;;;;;-35.877;;;;;;;;;;;;;;;;;;;;;;;;;;;;41.956;41.956;;;;;;;;;;;;;;;-27.583;-27.583;;;;;;;;;;;;;;;;;;;;;;;;;;149.006;;;;;;;-68.014;24.882;24.892;-10;;;;;;;;-92.896;-92.896;0;;;;;;;;;;80.992;-16.822;-10.239;;-6.583;64.170;;;;;;;;;;;;;;64.170;64.136;34;;;;;;;;;0,40467;;;;;0,37654;;;;2017;13773;PORTOBELLO
valores;552.424;;;;;;;;;;;;;;;;;;;;;;;;;;;;-180.546;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;371.878;-72.977;-30.223;;;;;;;;;;;;;;;;;;;;-44.998;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.542;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-3.298;;;;;;;;;;;298.901;;;;;;;-138.898;24.984;;;;;;;;;;-163.882;;;;;;;;;;;;160.003;-39.886;-39.751;;-135;120.117;;;;;;;;;;;;;;120.117;119.226;891;;;;;;;;;2,11800;;;;;2,06700;;;;2017;13781;SAO CARLOS
valores;1.156.330;1.177.141;;;-20.811;;;;;;;;;;;;;;;;;;;;;;;;-947.594;-947.594;;;;;;;;;;;;;;;;;;;;;;;;;;;;;208.736;-163.979;42.172;;;;;;;;;;;;;;;;;;;;-71.673;;;;;;;;;;;;;;;;;;;;;-56.936;-56.936;;;;;;;;;;;;;;;;;;;;;;74.411;75.675;3.826;-5.090;;;;;;;;;;;;;-151.953;-5.461;;-27.570;-118.922;;;;;;;44.757;;;;;;;4.928;-27.902;;;;;;;;;;32.830;;;;;;;;;;;;49.685;;;;;49.685;49.684;1;;;;;;;;;;;;;;;;;;;;;;;0,53812;0,59193;;;;;;;;2017;1384;ALFA INVEST
valores;10.520.790;;;;;;;;;;;;;;;;;;;;;;;;;;;;-6.449.468;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.071.322;-813.417;-430.825;;;;;;;;;;;;;;;;;;;;-528.974;;;;;;;;;;;;;;;;;;;;;;;;;;;;270.449;;;;;;;;;;;;;;;;-129.939;;;;;;;;;;;;;;;;5.872;;;;;;;;;;;3.257.905;;;;;;;-1.018.840;379.049;;;;;;;;;;-1.397.889;;;;;;;;;;;;2.239.065;-431.632;-202.187;;-229.445;1.807.433;;;;;;;;;;;;;;1.807.433;1.807.433;;;;;;;;;;1,64562;;;;;1,64358;;;;2017;13986;SUZANO S.A
valores;2.936.758;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2.239.754;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;697.004;-506.058;-282.451;;;;;;;;;;;;;;;;;;;;-197.788;;;;;;;;;;;;;;;;;;;;;;;;;;;;89.651;;;;;;;;;;;;;;;;-115.470;;;;;;;;;;;;;;;;;;;;;;;;;;;190.946;;;;;;;-37.002;262.296;;;;;;;;;;-299.298;;;;;;;;;;;;153.944;-49.208;-69.337;;20.129;104.736;;;;;;;;;;;;;;104.736;46.712;58.024;;;;;;;;;0,14000;0,14000;;;;0,14000;0,14000;;;2017;14109;RANDON PART
valores;14.044;;;;;;;;;;;;;;;;;;;;;;;;;;;;-12.255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.789;-23.321;-2.946;-1.191;-870;-81;-225;-102;-369;-108;;;;;;;;;;;;;-10.495;-5.723;-688;-3.193;-164;;-727;;;;;;;;;;;;;;;-2.171;;;;;;;3.025;;;;;;2.742;283;;;;;;;;;-10.734;;;;;-10.734;;;;;;;;;;;;;;;;;;;;;;-21.532;;;;;;;-7;5.387;;;;;;;;;;-5.394;;;;;;;;;;;;-21.539;;;;;-21.539;;;;;;;;;;;;;;-21.539;-21.539;;;;;;;;;;-4,07372;-4,07372;;;;-4,07372;-4,07372;;;2017;14133;TECTOY
valores;2.748.523;2.681.340;;;100.327;;;1.336;;;;0;;;;-34.480;;;;;;;;;;;;;-1.147.531;-806.649;;;;-340.882;;;;;;;;;;;;;;;;;;;;;;;;;1.600.992;-1.257.963;320.937;;;;;;;;;;;;;;;;;;;;-891.011;;;;;;;;;;;;;;;;;;;;;-453.232;-50.110;-402.445;-677;;;;-141.856;;;;;;;;;;;;;;;;148.903;;;;;;;;;;;;;;;;-241.704;;-241.704;;;;;;;;;343.029;;;;;;;-123.959;-102.690;;;;;;;;;;-21.269;;;;;;;;;;;;219.070;;;;;219.070;200.457;18.613;;;;;;;;;;;;;;;;;;;;;;;0,00000;0,00000;;;;;;;;2017;14206;BRB BANCO
valores;14.024.573;;;;;;;;;;;;;;;;;;;;;;;;;;;;-10.665.890;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.358.683;-1.217.302;-169.050;;;;;;;;;;;;;;;;;;;;-685.675;;;;;;;;;;;;;;;;;;;;;;;;;;;;57.239;;;;;;;;;;;;;;;;-521.555;;;;;;;;;;;;;;;;101.739;;;;;;;;;;;2.141.381;;;;;;;-748.440;699.310;;;;;;;;;;-1.447.750;;;;;;;;;;;;1.392.941;-274.686;-379.943;;105.257;1.118.255;;;;;;;;;;;;;;1.118.255;1.033.626;84.629;;;;;;;;;3,60754;3,96830;3,96830;;;3,60754;3,96830;3,96830;;2017;14311;COPEL
valores;10.734.118;;;;;;;;;;;;;;;;;;;;;;;;;;;;-9.099.024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.635.094;-751.224;-250.950;;;;;;;;;;;;;;;;;;;;-404.393;;;;;;;;;;;;;;;;;;;;;;;;;;;;915.933;;;;;;;;;;;;;;;;-1.166.710;;;;;;;;;;;;;;;;154.896;;;;;;;;;;;883.870;;;;;;;-462.920;;;;;;;;;;;;;;;;;;;;;;;420.950;-105.870;-59.038;;-46.832;315.080;;;;;;;;;;;;;;315.080;233.015;82.065;;;;;;;;;0,18000;0,20000;;;;0,18000;0,20000;;;2017;14320;USIMINAS
valores;9.482.873;;;;;;;;;;;;;;;;;;;;;;;;;;;;-7.588.776;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.894.097;-1.506.614;-1.030.775;;;;;;;;;;;;;;;;;;;;-412.349;-412.349;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-56.195;;;;;;;;;;;;;;;;-7.295;;;;;;;;;;;387.483;;;;;;;152.694;741.741;;;;;;;;;;-589.047;;;;;;;;;;;;540.177;-112.531;-139.143;;26.612;427.646;;;;;;;;;;;;;;427.646;435.859;-8.213;;;;;;;;;;;;;;;;;;2017;14346;WHIRLPOOL
valores;2.720.486;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2.214.987;-1.854.211;;;;-319.134;;;;-41.642;;;;;;;;;;;;;;;;;;;;;505.499;-263.559;-97.513;;;;;;;;;;;;;;;;;;;;-236.251;;;;;;;;;;;;;;;;;;;;;;;;;;;;99.604;;;;;;;;;;;;;;;;-47.751;;;;;;;;;;;;;;;;18.352;;;;;;;;;;;241.940;;;;;;;61.058;149.069;;;;;;;;;;-88.011;;;;;;;;;;;;302.998;-125.765;-27.672;;-98.093;177.233;;;;;;;;;;;;;;177.233;152.082;25.151;;;;;;;;;10,13320;10,93250;11,14520;;;10,13320;10,13320;11,14520;;2017;14451;CEB
