;Evento;Aprovação;Início Pagamento;Espécie de Ação;Classe de Ação;Provento por Ação (Reais/Ação);ano;cvm;empresa_descr
5;Reunião do Conselho de Administração;22/01/2018;01/03/2018      ;Preferencial;              ;0,01361;2018;1155;BANESTES
6;Reunião do Conselho de Administração;22/01/2018;02/04/2018      ;Ordinária;              ;0,01361;2018;1155;BANESTES
7;Reunião do Conselho de Administração;22/01/2018;02/04/2018      ;Preferencial;              ;0,01361;2018;1155;BANESTES
8;Reunião do Conselho de Administração;22/01/2018;02/05/2018      ;Ordinária;              ;0,01361;2018;1155;BANESTES
9;Reunião do Conselho de Administração;22/01/2018;02/05/2018      ;Preferencial;              ;0,01361;2018;1155;BANESTES
10;Assembléia Geral Ordinária          ;27/04/2018;25/05/2018      ;Ordinária;              ;0,01389;2018;1155;BANESTES
11;Assembléia Geral Ordinária          ;27/04/2018;25/05/2018      ;Preferencial;              ;0,01389;2018;1155;BANESTES
12;Reunião do Conselho de Administração;22/01/2018;01/06/2018      ;Ordinária;              ;0,01361;2018;1155;BANESTES
13;Reunião do Conselho de Administração;22/01/2018;01/06/2018      ;Preferencial;              ;0,01361;2018;1155;BANESTES
14;Reunião do Conselho de Administração;22/01/2018;02/07/2018      ;Ordinária;              ;0,01361;2018;1155;BANESTES
15;Reunião do Conselho de Administração;22/01/2018;02/07/2018      ;Preferencial;              ;0,01361;2018;1155;BANESTES
16;Reunião do Conselho de Administração;22/01/2018;01/08/2018      ;Ordinária;              ;0,01361;2018;1155;BANESTES
17;Reunião do Conselho de Administração;22/01/2018;01/08/2018      ;Preferencial;              ;0,01361;2018;1155;BANESTES
18;Reunião do Conselho de Administração;13/07/2018;03/08/2018      ;Ordinária;              ;0,01343;2018;1155;BANESTES
19;Reunião do Conselho de Administração;13/07/2018;03/08/2018      ;Preferencial;              ;0,01343;2018;1155;BANESTES
20;Reunião do Conselho de Administração;22/01/2018;03/09/2018      ;Ordinária;              ;0,01361;2018;1155;BANESTES
21;Reunião do Conselho de Administração;22/01/2018;03/09/2018      ;Preferencial;              ;0,01361;2018;1155;BANESTES
22;Reunião do Conselho de Administração;27/08/2018;01/10/2018      ;Ordinária;              ;0,01994;2018;1155;BANESTES
23;Reunião do Conselho de Administração;27/08/2018;01/10/2018      ;Preferencial;              ;0,01994;2018;1155;BANESTES
24;Reunião do Conselho de Administração;09/10/2018;29/10/2018      ;Ordinária;              ;0,03165;2018;1155;BANESTES
25;Reunião do Conselho de Administração;09/10/2018;29/10/2018      ;Preferencial;              ;0,03165;2018;1155;BANESTES
26;Reunião do Conselho de Administração;27/08/2018;01/11/2018      ;Ordinária;              ;0,01994;2018;1155;BANESTES
27;Reunião do Conselho de Administração;27/08/2018;01/11/2018      ;Preferencial;              ;0,01994;2018;1155;BANESTES
28;Reunião do Conselho de Administração;27/08/2018;03/12/2018      ;Ordinária;              ;0,01994;2018;1155;BANESTES
29;Reunião do Conselho de Administração;27/08/2018;03/12/2018      ;Preferencial;              ;0,01994;2018;1155;BANESTES
0;Reunião do Conselho de Administração;11/03/2019;15/03/2019      ;Ordinária;              ;0,72780;2018;11932;IOCHP-MAXION
0;Reunião do Conselho de Administração;06/05/2008;28/03/2018      ;Ordinária;                     ;0,20661;2018;1210;BANRISUL
1;Reunião do Conselho de Administração;06/05/2008;28/03/2018      ;Preferencial;Preferencial Classe A;0,20661;2018;1210;BANRISUL
2;Reunião do Conselho de Administração;06/05/2008;28/03/2018      ;Preferencial;Preferencial Classe B;0,20661;2018;1210;BANRISUL
3;Reunião do Conselho de Administração;06/05/2008;29/06/2018      ;Ordinária;                     ;0,21591;2018;1210;BANRISUL
4;Reunião do Conselho de Administração;06/05/2008;29/06/2018      ;Preferencial;Preferencial Classe A;0,21591;2018;1210;BANRISUL
5;Reunião do Conselho de Administração;06/05/2008;29/06/2018      ;Preferencial;Preferencial Classe B;0,21591;2018;1210;BANRISUL
6;Reunião do Conselho de Administração;06/05/2008;27/09/2018      ;Ordinária;                     ;0,21591;2018;1210;BANRISUL
7;Reunião do Conselho de Administração;06/05/2018;27/09/2018      ;Preferencial;Preferencial Classe A;0,21591;2018;1210;BANRISUL
8;Reunião do Conselho de Administração;06/05/2008;27/09/2018      ;Preferencial;Preferencial Classe B;0,21591;2018;1210;BANRISUL
9;Reunião do Conselho de Administração;06/05/2008;14/11/2018      ;Ordinária;                     ;0,17110;2018;1210;BANRISUL
10;Reunião do Conselho de Administração;06/05/2008;14/11/2018      ;Preferencial;Preferencial Classe A;0,18755;2018;1210;BANRISUL
11;Reunião do Conselho de Administração;06/05/2008;14/11/2018      ;Preferencial;Preferencial Classe B;0,17110;2018;1210;BANRISUL
12;Reunião do Conselho de Administração;06/05/2008;26/12/2018      ;Ordinária;                     ;0,07332;2018;1210;BANRISUL
13;Reunião do Conselho de Administração;06/05/2008;26/12/2018      ;Preferencial;Preferencial Classe A;0,08066;2018;1210;BANRISUL
14;Reunião do Conselho de Administração;06/05/2008;26/12/2018      ;Preferencial;Preferencial Classe B;0,07333;2018;1210;BANRISUL
15;Reunião do Conselho de Administração;06/05/2008;15/01/2019      ;Ordinária;                     ;0,10999;2018;1210;BANRISUL
16;Reunião do Conselho de Administração;06/05/2008;15/01/2019      ;Preferencial;Preferencial Classe A;0,12099;2018;1210;BANRISUL
17;Reunião do Conselho de Administração;06/05/2008;15/01/2019      ;Preferencial;Preferencial Classe B;0,10999;2018;1210;BANRISUL
0;Reunião do Conselho de Administração;31/01/2018;19/02/2018      ;Ordinária;              ;0,03253;2018;12653;KLABIN SA
1;Reunião do Conselho de Administração;31/01/2018;19/02/2018      ;Preferencial;              ;0,03253;2018;12653;KLABIN SA
2;Reunião do Conselho de Administração;25/04/2018;14/05/2018      ;Ordinária;              ;0,02887;2018;12653;KLABIN SA
3;Reunião do Conselho de Administração;31/07/2018;15/08/2018      ;Ordinária;              ;0,03362;2018;12653;KLABIN SA
4;Reunião do Conselho de Administração;29/10/2018;14/11/2018      ;Ordinária;              ;0,01424;2018;12653;KLABIN SA
5;Reunião do Conselho de Administração;29/10/2018;14/11/2018      ;Ordinária;              ;0,05035;2018;12653;KLABIN SA
6;Reunião do Conselho de Administração;11/12/2018;22/02/2019      ;Ordinária;              ;0,02375;2018;12653;KLABIN SA
7;Reunião do Conselho de Administração;25/04/2018;14/05/2018      ;Preferencial;              ;0,02887;2018;12653;KLABIN SA
8;Reunião do Conselho de Administração;31/07/2018;15/08/2018      ;Preferencial;              ;0,03362;2018;12653;KLABIN SA
9;Reunião do Conselho de Administração;29/10/2018;14/11/2018      ;Preferencial;              ;0,01425;2018;12653;KLABIN SA
10;Reunião do Conselho de Administração;29/10/2018;14/11/2018      ;Preferencial;              ;0,05035;2018;12653;KLABIN SA
11;Reunião do Conselho de Administração;11/12/2018;22/01/2019      ;Preferencial;              ;0,02375;2018;12653;KLABIN SA
12;Reunião do Conselho de Administração;11/12/2018;22/01/2019      ;Ordinária;              ;0,02375;2018;12653;KLABIN SA
13;Reunião do Conselho de Administração;11/12/2018;22/01/2019      ;Preferencial;              ;0,02375;2018;12653;KLABIN SA
0;Reunião do Conselho de Administração;22/02/2018;27/03/2018      ;Preferencial;              ;0,33182;2018;1325;MERC BRASIL
1;Reunião do Conselho de Administração;20/02/2019;26/03/2019      ;Ordinária;              ;0,05421;2018;1325;MERC BRASIL
2;Reunião do Conselho de Administração;20/02/2019;26/03/2019      ;Preferencial;              ;0,66353;2018;1325;MERC BRASIL
0;Assembléia Geral Ordinária;26/04/2018;12/06/2018      ;Preferencial;Preferencial Classe P;0,71377;2018;13285;JOSAPAR
1;Assembléia Geral Ordinária;26/04/2018;12/06/2018      ;Ordinária;                     ;0,64888;2018;13285;JOSAPAR
0;Reunião do Conselho de Administração;31/10/2017;30/05/2018      ;Ordinária;              ;0,08139;2018;13781;SAO CARLOS
0;Reunião do Conselho de Administração;22/01/2019;18/03/2019      ;Preferencial;              ;0,30522;2018;1384;ALFA INVEST
1;Reunião do Conselho de Administração;09/08/2018;02/10/2018      ;Preferencial;              ;0,23575;2018;1384;ALFA INVEST
0;Reunião do Conselho de Administração;13/12/2017;14/08/2018      ;Ordinária;                     ;0,92624;2018;14311;COPEL
1;Reunião do Conselho de Administração;13/12/2017;14/08/2018      ;Preferencial;Preferencial Classe A;2,89050;2018;14311;COPEL
2;Reunião do Conselho de Administração;13/12/2017;14/08/2018      ;Preferencial;Preferencial Classe B;1,01887;2018;14311;COPEL
3;Assembléia Geral Ordinária          ;15/06/2018;14/08/2018      ;Ordinária;                     ;0,08177;2018;14311;COPEL
4;Assembléia Geral Ordinária          ;15/06/2018;14/08/2018      ;Preferencial;Preferencial Classe B;0,08996;2018;14311;COPEL
5;Reunião do Conselho de Administração;12/12/2018;                ;Ordinária;                     ;0,97515;2018;14311;COPEL
6;Reunião do Conselho de Administração;12/12/2018;                ;Preferencial;Preferencial Classe A;2,89050;2018;14311;COPEL
7;Reunião do Conselho de Administração;12/12/2018;                ;Preferencial;Preferencial Classe B;1,07270;2018;14311;COPEL
8;Assembléia Geral Ordinária          ;29/04/2019;                ;Ordinária;                     ;0,34435;2018;14311;COPEL
9;Assembléia Geral Ordinária          ;29/04/2019;                ;Preferencial;Preferencial Classe B;0,37881;2018;14311;COPEL
0;Reunião do Conselho de Administração;14/02/2019;31/05/2019      ;Ordinária;              ;0,06263;2018;14320;USIMINAS
1;Reunião do Conselho de Administração;14/02/2019;31/05/2019      ;Preferencial;              ;0,06890;2018;14320;USIMINAS
2;Reunião do Conselho de Administração;14/02/2019;31/05/2019      ;Ordinária;              ;0,07199;2018;14320;USIMINAS
3;Reunião do Conselho de Administração;14/02/2019;31/05/2019      ;Preferencial;              ;0,07919;2018;14320;USIMINAS
0;Reunião do Conselho de Administração;07/12/2018;21/12/2018      ;Ordinária;              ;0,13547;2018;14346;WHIRLPOOL
1;Reunião do Conselho de Administração;07/12/2018;21/12/2018      ;Preferencial;              ;0,14902;2018;14346;WHIRLPOOL
0;Reunião do Conselho de Administração;13/12/2018;28/12/2018      ;Ordinária;              ;0,59871;2018;14460;CYRELA REALT
0;Assembléia Geral Ordinária          ;27/04/2018;01/06/2018      ;Ordinária;                     ;0,10412;2018;14664;SCHULZ
1;Assembléia Geral Ordinária          ;27/04/2018;01/06/2018      ;Preferencial;Preferencial Classe U;0,11453;2018;14664;SCHULZ
2;Reunião do Conselho de Administração;11/10/2018;26/10/2018      ;Ordinária;                     ;0,17941;2018;14664;SCHULZ
3;Reunião do Conselho de Administração;11/10/2018;26/10/2018      ;Preferencial;Preferencial Classe U;0,19735;2018;14664;SCHULZ
0;Reunião do Conselho de Administração;28/03/2018;15/05/2018      ;Ordinária;              ;0,18530;2018;14761;CIA HERING
1;Reunião do Conselho de Administração;30/05/2018;27/06/2018      ;Ordinária;              ;0,24710;2018;14761;CIA HERING
2;Reunião do Conselho de Administração;31/10/2018;28/11/2018      ;Ordinária;              ;0,24780;2018;14761;CIA HERING
3;Reunião do Conselho de Administração;21/12/2018;15/01/2019      ;Ordinária;              ;0,24780;2018;14761;CIA HERING
0;Reunião do Conselho de Administração;28/02/2018;                ;Ordinária;                     ;0,67052;2018;15091;LITEL
1;Reunião do Conselho de Administração;28/02/2018;                ;Preferencial;Preferencial Classe A;0,67502;2018;15091;LITEL
2;Reunião do Conselho de Administração;28/02/2018;                ;Preferencial;Preferencial Classe B;0,67052;2018;15091;LITEL
3;Reunião do Conselho de Administração;30/07/2018;                ;Ordinária;                     ;1,76305;2018;15091;LITEL
4;Reunião do Conselho de Administração;30/07/2018;                ;Preferencial;Preferencial Classe A;1,76305;2018;15091;LITEL
5;Reunião do Conselho de Administração;30/07/2018;                ;Preferencial;Preferencial Classe B;1,76305;2018;15091;LITEL
6;Reunião do Conselho de Administração;28/12/2018;                ;Ordinária;                     ;1,74431;2018;15091;LITEL
7;Reunião do Conselho de Administração;28/12/2018;                ;Preferencial;Preferencial Classe A;1,74431;2018;15091;LITEL
8;Reunião do Conselho de Administração;28/12/2018;                ;Preferencial;Preferencial Classe B;1,74431;2018;15091;LITEL
0;Reunião do Conselho de Administração;19/03/2019;10/04/2019      ;Ordinária;              ;0,03000;2018;15253;ENERGISA
1;Reunião do Conselho de Administração;19/03/2019;10/04/2019      ;Preferencial;              ;0,03000;2018;15253;ENERGISA
0;Assembléia Geral Ordinária;27/04/2018;15/06/2018      ;Ordinária;              ;0,12000;2018;1562;BAUMER
1;Assembléia Geral Ordinária;27/04/2018;15/06/2018      ;Preferencial;              ;0,12000;2018;1562;BAUMER
0;Assembléia Geral Ordinária e Extraordinária;29/03/2018;11/04/2018      ;Ordinária;              ;0,75353;2018;16659;PORTO SEGURO
1;Assembléia Geral Ordinária e Extraordinária;29/03/2018;11/04/2018      ;Ordinária;              ;0,74910;2018;16659;PORTO SEGURO
2;Assembléia Geral Ordinária e Extraordinária;29/03/2018;11/04/2018      ;Ordinária;              ;0,85141;2018;16659;PORTO SEGURO
3;Reunião do Conselho de Administração       ;23/05/2018;07/06/2018      ;Ordinária;              ;1,54658;2018;16659;PORTO SEGURO
4;Reunião do Conselho de Administração       ;20/06/2018;                ;Ordinária;              ;0,70749;2018;16659;PORTO SEGURO
5;Reunião do Conselho de Administração       ;31/10/2018;                ;Ordinária;              ;0,77012;2018;16659;PORTO SEGURO
6;Reunião do Conselho de Administração       ;21/11/2018;05/12/2018      ;Ordinária;              ;0,92795;2018;16659;PORTO SEGURO
0;Assembléia Geral Ordinária;24/04/2018;30/11/2018      ;Ordinária;              ;0,84959;2018;16993;EMAE
1;Assembléia Geral Ordinária;24/04/2018;30/11/2018      ;Preferencial;              ;0,93455;2018;16993;EMAE
2;Proposta                  ;22/04/2019;                ;Ordinária;              ;0,75456;2018;16993;EMAE
3;Proposta                  ;22/04/2019;                ;Preferencial;              ;0,83001;2018;16993;EMAE
4;Reunião de Diretoria      ;29/11/2018;05/02/2019      ;Ordinária;              ;0,52255;2018;16993;EMAE
5;Reunião de Diretoria      ;29/11/2018;05/02/2019      ;Preferencial;              ;0,57481;2018;16993;EMAE
0;Reunião do Conselho de Administração;19/02/2019;                ;Ordinária;              ;0,09401;2018;17329;ENGIE BRASIL
1;Reunião do Conselho de Administração;08/08/2018;29/01/2019      ;Ordinária;              ;1,75573;2018;17329;ENGIE BRASIL
2;Reunião do Conselho de Administração;31/10/2018;27/03/2019      ;Ordinária;              ;0,48656;2018;17329;ENGIE BRASIL
3;Reunião do Conselho de Administração;31/10/2018;                ;Ordinária;              ;1,00000;2018;17329;ENGIE BRASIL
0;Reunião do Conselho de Administração;08/05/2018;10/08/2018      ;Ordinária;              ;0,09504;2018;17639;TIM PART SA
1;Assembléia Geral Ordinária          ;19/04/2018;19/06/2018      ;Ordinária;              ;0,04269;2018;17639;TIM PART SA
2;Reunião do Conselho de Administração;19/07/2018;12/11/2018      ;Ordinária;              ;0,09916;2018;17639;TIM PART SA
0;Reunião do Conselho de Administração;18/06/2018;                ;Ordinária;              ;0,18882;2018;17671;TELEF BRASIL
1;Reunião do Conselho de Administração;18/06/2018;                ;Preferencial;              ;0,20770;2018;17671;TELEF BRASIL
2;Reunião do Conselho de Administração;05/09/2018;                ;Ordinária;              ;1,32176;2018;17671;TELEF BRASIL
3;Reunião do Conselho de Administração;05/09/2018;                ;Preferencial;              ;1,45394;2018;17671;TELEF BRASIL
4;Reunião do Conselho de Administração;04/12/2018;                ;Ordinária;              ;0,63728;2018;17671;TELEF BRASIL
5;Reunião do Conselho de Administração;04/12/2018;                ;Preferencial;              ;0,70101;2018;17671;TELEF BRASIL
0;Assembléia Geral Ordinária e Extraordinária;26/04/2018;09/05/2018      ;Ordinária;              ;0,00296;2018;17892;SANTOS BRP
0;Assembléia Geral Ordinária     ;28/04/2017;21/06/2017      ;Preferencial;              ;1,83950;2018;18368;GER PARANAP
1;Assembléia Geral Ordinária     ;28/04/2017;21/06/2017      ;Ordinária;              ;1,83950;2018;18368;GER PARANAP
2;Assembléia Geral Extraordinária;31/10/2017;19/12/2017      ;Preferencial;              ;1,27074;2018;18368;GER PARANAP
3;Assembléia Geral Extraordinária;31/10/2017;19/12/2017      ;Ordinária;              ;1,27074;2018;18368;GER PARANAP
4;Assembléia Geral Extraordinária;19/12/2017;30/01/2018      ;Preferencial;              ;0,78362;2018;18368;GER PARANAP
5;Assembléia Geral Extraordinária;19/12/2017;30/01/2018      ;Ordinária;              ;0,78362;2018;18368;GER PARANAP
6;Assembléia Geral Ordinária     ;27/04/2018;27/06/2018      ;Preferencial;              ;1,29879;2018;18368;GER PARANAP
7;Assembléia Geral Ordinária     ;27/04/2018;27/06/2018      ;Ordinária;              ;1,29879;2018;18368;GER PARANAP
8;Assembléia Geral Extraordinária;22/11/2018;19/12/2018      ;Preferencial;              ;1,27074;2018;18368;GER PARANAP
9;Assembléia Geral Extraordinária;22/11/2018;19/12/2018      ;Ordinária;              ;1,27074;2018;18368;GER PARANAP
10;Assembléia Geral Extraordinária;31/12/2018;                ;Preferencial;              ;0,78362;2018;18368;GER PARANAP
11;Assembléia Geral Extraordinária;31/12/2018;                ;Ordinária;              ;0,78362;2018;18368;GER PARANAP
0;Assembléia Geral Ordinária          ;12/04/2018;15/06/2018      ;Ordinária;              ;0,51416;2018;18376;TRAN PAULIST
1;Assembléia Geral Ordinária          ;12/04/2018;15/06/2018      ;Preferencial;              ;0,51416;2018;18376;TRAN PAULIST
2;Reunião do Conselho de Administração;30/05/2018;18/06/2018      ;Ordinária;              ;4,61573;2018;18376;TRAN PAULIST
3;Reunião do Conselho de Administração;30/05/2018;18/06/2018      ;Preferencial;              ;4,61573;2018;18376;TRAN PAULIST
4;Reunião do Conselho de Administração;03/12/2018;17/12/2018      ;Ordinária;              ;3,84286;2018;18376;TRAN PAULIST
5;Reunião do Conselho de Administração;03/12/2018;17/12/2018      ;Preferencial;              ;3,84286;2018;18376;TRAN PAULIST
6;Reunião do Conselho de Administração;03/12/2018;17/12/2018      ;Ordinária;              ;3,59396;2018;18376;TRAN PAULIST
7;Reunião do Conselho de Administração;03/12/2018;17/12/2018      ;Preferencial;              ;3,59396;2018;18376;TRAN PAULIST
0;Reunião do Conselho de Administração;21/02/2018;12/03/2018      ;Ordinária;              ;0,90000;2018;18465;ULTRAPAR
1;Reunião do Conselho de Administração;01/08/2018;20/08/2018      ;Ordinária;              ;0,56000;2018;18465;ULTRAPAR
0;Assembléia Geral Ordinária;27/04/2018;26/06/2018      ;Ordinária;              ;0,27525;2018;18660;CPFL ENERGIA
0;Assembléia Geral Ordinária;29/04/2016;28/06/2016      ;Ordinária;              ;1,21429;2018;18708;PAR AL BAHIA
1;Assembléia Geral Ordinária;29/04/2016;28/06/2016      ;Preferencial;              ;1,33572;2018;18708;PAR AL BAHIA
2;Assembléia Geral Ordinária;28/04/2017;26/06/2017      ;Ordinária;              ;2,87131;2018;18708;PAR AL BAHIA
3;Assembléia Geral Ordinária;28/04/2017;26/06/2017      ;Preferencial;              ;3,15845;2018;18708;PAR AL BAHIA
4;Assembléia Geral Ordinária;27/04/2018;25/05/2018      ;Ordinária;              ;3,13454;2018;18708;PAR AL BAHIA
5;Assembléia Geral Ordinária;27/04/2018;25/05/2018      ;Preferencial;              ;3,44800;2018;18708;PAR AL BAHIA
0;Reunião do Conselho de Administração;28/12/2018;31/01/2019      ;Ordinária;              ;0,58550;2018;18724;BRADESPAR
1;Reunião do Conselho de Administração;28/12/2018;31/01/2019      ;Preferencial;              ;0,64405;2018;18724;BRADESPAR
2;Reunião do Conselho de Administração;28/03/2019;15/05/2019      ;Ordinária;              ;0,42423;2018;18724;BRADESPAR
3;Reunião do Conselho de Administração;28/03/2019;15/05/2019      ;Preferencial;              ;0,46665;2018;18724;BRADESPAR
4;Reunião do Conselho de Administração;28/03/2019;15/05/2019      ;Ordinária;              ;0,11660;2018;18724;BRADESPAR
5;Reunião do Conselho de Administração;28/03/2019;15/05/2019      ;Preferencial;              ;0,12826;2018;18724;BRADESPAR
0;Assembléia Geral Ordinária                 ;26/04/2018;20/06/2018      ;Ordinária;              ;0,00056;2018;18953;CPFL GERACAO
1;Assembléia Geral Ordinária e Extraordinária;26/06/2018;26/06/2018      ;Ordinária;              ;0,00097;2018;18953;CPFL GERACAO
2;Assembléia Geral Extraordinária            ;30/11/2018;                ;Ordinária;              ;0,00059;2018;18953;CPFL GERACAO
3;Previsto no Estatuto da Empresa            ;31/12/2018;                ;Ordinária;              ;0,00035;2018;18953;CPFL GERACAO
0;Reunião do Conselho de Administração;07/12/2017;10/01/2018      ;Ordinária;              ;0,00632;2018;18970;AES TIETE E
1;Reunião do Conselho de Administração;07/12/2017;10/01/2018      ;Preferencial;              ;0,00632;2018;18970;AES TIETE E
2;Assembléia Geral Extraordinária     ;24/04/2018;25/07/2018      ;Ordinária;              ;0,02423;2018;18970;AES TIETE E
3;Assembléia Geral Extraordinária     ;24/04/2018;25/07/2018      ;Preferencial;              ;0,02423;2018;18970;AES TIETE E
4;Reunião do Conselho de Administração;07/05/2018;25/07/2018      ;Ordinária;              ;0,03496;2018;18970;AES TIETE E
5;Reunião do Conselho de Administração;07/05/2018;25/07/2018      ;Preferencial;              ;0,03496;2018;18970;AES TIETE E
6;Reunião do Conselho de Administração;06/08/2018;10/10/2018      ;Ordinária;              ;0,05271;2018;18970;AES TIETE E
7;Reunião do Conselho de Administração;06/08/2018;10/10/2018      ;Preferencial;              ;0,05271;2018;18970;AES TIETE E
8;Reunião do Conselho de Administração;05/11/2018;22/11/2018      ;Ordinária;              ;0,02002;2018;18970;AES TIETE E
9;Reunião do Conselho de Administração;05/11/2018;22/11/2018      ;Preferencial;              ;0,02002;2018;18970;AES TIETE E
10;Reunião do Conselho de Administração;06/12/2018;                ;Ordinária;              ;0,02407;2018;18970;AES TIETE E
11;Reunião do Conselho de Administração;06/12/2018;                ;Preferencial;              ;0,02407;2018;18970;AES TIETE E
12;Proposta                            ;26/02/2019;                ;Ordinária;              ;0,03996;2018;18970;AES TIETE E
13;Proposta                            ;26/02/2019;                ;Preferencial;              ;0,03996;2018;18970;AES TIETE E
0;Reunião do Conselho de Administração;04/02/2019;07/03/2019      ;Preferencial;              ;0,74940;2018;19348;ITAUUNIBANCO
1;Reunião do Conselho de Administração;06/02/2012;02/01/2018      ;Ordinária;              ;0,01500;2018;19348;ITAUUNIBANCO
2;Reunião do Conselho de Administração;06/02/2012;02/01/2018      ;Preferencial;              ;0,01500;2018;19348;ITAUUNIBANCO
3;Reunião do Conselho de Administração;06/02/2012;01/02/2018      ;Ordinária;              ;0,01500;2018;19348;ITAUUNIBANCO
4;Reunião do Conselho de Administração;06/02/2012;01/02/2018      ;Preferencial;              ;0,01500;2018;19348;ITAUUNIBANCO
5;Reunião do Conselho de Administração;06/02/2012;01/03/2018      ;Ordinária;              ;0,01500;2018;19348;ITAUUNIBANCO
6;Reunião do Conselho de Administração;06/02/2012;01/03/2018      ;Preferencial;              ;0,01500;2018;19348;ITAUUNIBANCO
7;Reunião do Conselho de Administração;30/11/2017;07/03/2018      ;Ordinária;              ;0,14450;2018;19348;ITAUUNIBANCO
8;Reunião do Conselho de Administração;30/11/2017;07/03/2018      ;Preferencial;              ;0,14450;2018;19348;ITAUUNIBANCO
9;Reunião do Conselho de Administração;05/02/2018;07/03/2018      ;Ordinária;              ;0,13040;2018;19348;ITAUUNIBANCO
10;Reunião do Conselho de Administração;05/02/2018;07/03/2018      ;Preferencial;              ;0,13040;2018;19348;ITAUUNIBANCO
11;Reunião do Conselho de Administração;05/02/2018;07/03/2018      ;Ordinária;              ;0,96380;2018;19348;ITAUUNIBANCO
12;Reunião do Conselho de Administração;05/02/2018;07/03/2018      ;Preferencial;              ;0,96380;2018;19348;ITAUUNIBANCO
13;Reunião do Conselho de Administração;05/02/2018;07/03/2018      ;Ordinária;              ;1,14880;2018;19348;ITAUUNIBANCO
14;Reunião do Conselho de Administração;05/02/2018;07/03/2018      ;Preferencial;              ;1,14880;2018;19348;ITAUUNIBANCO
15;Reunião do Conselho de Administração;06/02/2012;02/04/2018      ;Ordinária;              ;0,01500;2018;19348;ITAUUNIBANCO
16;Reunião do Conselho de Administração;06/02/2012;02/04/2018      ;Preferencial;              ;0,01500;2018;19348;ITAUUNIBANCO
17;Reunião do Conselho de Administração;06/02/2012;02/05/2018      ;Ordinária;              ;0,01500;2018;19348;ITAUUNIBANCO
18;Reunião do Conselho de Administração;06/02/2012;02/05/2018      ;Preferencial;              ;0,01500;2018;19348;ITAUUNIBANCO
19;Reunião do Conselho de Administração;06/02/2012;01/06/2018      ;Ordinária;              ;0,01500;2018;19348;ITAUUNIBANCO
20;Reunião do Conselho de Administração;06/02/2012;01/06/2018      ;Preferencial;              ;0,01500;2018;19348;ITAUUNIBANCO
21;Reunião do Conselho de Administração;06/02/2012;02/07/2018      ;Ordinária;              ;0,01500;2018;19348;ITAUUNIBANCO
22;Reunião do Conselho de Administração;06/02/2012;02/07/2018      ;Preferencial;              ;0,01500;2018;19348;ITAUUNIBANCO
23;Reunião do Conselho de Administração;06/02/2012;01/08/2018      ;Ordinária;              ;0,01500;2018;19348;ITAUUNIBANCO
24;Reunião do Conselho de Administração;06/02/2012;01/08/2018      ;Preferencial;              ;0,01500;2018;19348;ITAUUNIBANCO
25;Reunião do Conselho de Administração;30/07/2018;30/08/2018      ;Ordinária;              ;0,62400;2018;19348;ITAUUNIBANCO
26;Reunião do Conselho de Administração;30/07/2018;30/08/2018      ;Preferencial;              ;0,62400;2018;19348;ITAUUNIBANCO
27;Reunião do Conselho de Administração;30/07/2018;30/08/2018      ;Ordinária;              ;0,12520;2018;19348;ITAUUNIBANCO
28;Reunião do Conselho de Administração;30/07/2018;30/08/2018      ;Preferencial;              ;0,12520;2018;19348;ITAUUNIBANCO
29;Reunião do Conselho de Administração;06/02/2012;03/09/2018      ;Ordinária;              ;0,01500;2018;19348;ITAUUNIBANCO
30;Reunião do Conselho de Administração;06/02/2012;03/09/2018      ;Preferencial;              ;0,01500;2018;19348;ITAUUNIBANCO
31;Reunião do Conselho de Administração;06/02/2012;01/10/2018      ;Ordinária;              ;0,01500;2018;19348;ITAUUNIBANCO
32;Reunião do Conselho de Administração;06/02/2012;01/10/2018      ;Preferencial;              ;0,01500;2018;19348;ITAUUNIBANCO
33;Reunião do Conselho de Administração;06/02/2012;01/11/2018      ;Ordinária;              ;0,01500;2018;19348;ITAUUNIBANCO
34;Reunião do Conselho de Administração;06/02/2012;01/11/2018      ;Preferencial;              ;0,01500;2018;19348;ITAUUNIBANCO
35;Reunião do Conselho de Administração;06/02/2012;03/12/2018      ;Ordinária;              ;0,01500;2018;19348;ITAUUNIBANCO
36;Reunião do Conselho de Administração;06/02/2012;03/12/2018      ;Preferencial;              ;0,01500;2018;19348;ITAUUNIBANCO
37;Reunião do Conselho de Administração;06/02/2012;02/01/2019      ;Ordinária;              ;0,01500;2018;19348;ITAUUNIBANCO
38;Reunião do Conselho de Administração;06/02/2012;02/01/2019      ;Preferencial;              ;0,01500;2018;19348;ITAUUNIBANCO
39;Reunião do Conselho de Administração;06/02/2012;01/02/2019      ;Ordinária;              ;0,01500;2018;19348;ITAUUNIBANCO
40;Reunião do Conselho de Administração;06/02/2012;01/02/2019      ;Preferencial;              ;0,01500;2018;19348;ITAUUNIBANCO
41;Reunião do Conselho de Administração;06/02/2012;01/03/2019      ;Ordinária;              ;0,01500;2018;19348;ITAUUNIBANCO
42;Reunião do Conselho de Administração;06/02/2012;01/03/2019      ;Preferencial;              ;0,01500;2018;19348;ITAUUNIBANCO
43;Reunião do Conselho de Administração;29/11/2018;07/03/2019      ;Ordinária;              ;0,01060;2018;19348;ITAUUNIBANCO
44;Reunião do Conselho de Administração;29/11/2018;07/03/2019      ;Preferencial;              ;0,01060;2018;19348;ITAUUNIBANCO
